"0015442","0087738",50.7354933818
"0015443","0100539",79.5973970106
"0015474","0078864",182.238169204
"0015474","0100545",83.2119347154
"0015569","0101050",25.9505477301
"0015570","0078214",76.7450986248
"0015574","0015575",102.192277572
"0015574","0015577",48.9036392109
"0015575","0087686",24.2211922031
"0015575","0088232",49.1584100285
"0015576","0100537",365.685813377
"0015577","0100547",135.758458497
"0015577","0101043",43.7275164408
"0015577","0104237",39.8619571142
"0015578","0078584",23.9901882381
"0015578","0078585",28.8635356142
"0015578","0088234",14.5975138332
"0015579","0015576",175.827610883
"0015579","0015585",60.9753341149
"0015579","0078030",143.502159656
"0015580","0015677",1824.83723237
"0015582","0105270",120.753781621
"0015584","0105268",123.896139598
"0015585","0087678",303.407779838
"0015587","0063942",288.321030961
"0015588","0015590",366.530973423
"0015589","0015590",326.089372778
"0015590","0015591",373.934006381
"0015590","0015592",286.105861924
"0015591","0015592",268.725712295
"0015591","0015608",320.776694974
"0015592","0015593",253.8852867
"0015593","0015692",231.022886385
"0015594","0015593",280.889908814
"0015594","0015693",243.340764601
"0015601","0015602",296.019298683
"0015602","0015603",191.838908136
"0015602","0015607",332.649426893
"0015603","0015605",221.882234218
"0015603","0066015",261.323536219
"0015604","0015607",132.082151739
"0015605","0015606",180.605609936
"0015606","0020483",254.692483419
"0015607","0015608",114.467851981
"0015607","0066046",75.8926373016
"0015607","0069102",174.414376029
"0015608","0015594",213.705633708
"0015610","0015606",238.629365717
"0015611","0015613",105.245331666
"0015612","0020483",236.544896464
"0015612","0020566",477.012559848
"0015613","0015693",248.810012106
"0015613","0015704",757.20655246
"0015615","0015613",202.46844007
"0015615","0015700",248.563884555
"0015615","0015702",737.865798309
"0015615","0066043",158.033673396
"0015688","0015691",574.604376077
"0015689","0084251",40.5113722281
"0015689","0092972",182.989045786
"0015690","0084140",348.267269929
"0015691","0084419",521.781925719
"0015692","0015694",262.106006815
"0015692","0015699",722.251076737
"0015693","0015692",269.399281787
"0015693","0015703",741.13892508
"0015694","0015695",434.647000765
"0015694","0015698",703.464464022
"0015695","0084206",152.543363649
"0015695","0087983",33.1355970397
"0015696","0015691",220.381633422
"0015697","0015696",171.670061603
"0015697","0084218",399.486752108
"0015698","0015697",379.025626861
"0015698","0077773",255.175931561
"0015699","0015698",261.955423283
"0015699","0077772",172.423285091
"0015700","0015610",272.013786437
"0015700","0015701",172.012791971
"0015701","0015612",280.85052511
"0015701","0078691",177.153070566
"0015702","0015704",201.937795942
"0015702","0084418",51.0415130213
"0015703","0015699",261.244063385
"0015703","0077771",95.254021112
"0015704","0015703",246.179910767
"0015704","0084316",60.8361233738
"0015705","0015707",200.42713907
"0015705","0084420",42.7056250054
"0015706","0015709",212.252263349
"0015707","0015710",258.271675841
"0015707","0084431",37.5523378091
"0015708","0015706",321.706881567
"0015708","0015712",53.2881463893
"0015709","0020571",207.084593974
"0015710","0015793",272.148516296
"0015710","0084239",37.5786974727
"0015711","0015708",198.793224842
"0015711","0015811",279.26863773
"0015712","0015810",416.488279646
"0015712","0015812",260.123187952
"0015787","0015913",1738.79309685
"0015788","0084421",41.2504324107
"0015788","0088239",22.3681227133
"0015793","0015794",269.411989938
"0015793","0084111",31.9095161313
"0015794","0015800",356.085518367
"0015794","0084112",37.4493125816
"0015795","0015802",257.374430125
"0015795","0092936",37.3807351007
"0015796","0015797",40.0726488753
"0015796","0084240",31.0868539802
"0015797","0015804",13.6435523684
"0015797","0084338",33.0531705274
"0015800","0015796",403.686804495
"0015800","0084195",34.4610070419
"0015801","0078618",114.10301477
"0015801","0092942",28.9681725169
"0015802","0015801",322.442743704
"0015802","0092940",38.1797354041
"0015803","0015806",319.959890034
"0015804","0102544",23.0601603387
"0015806","0015920",575.759765272
"0015806","0078617",115.509965794
"0015807","0015803",253.285501934
"0015807","0015922",639.786305087
"0015808","0015924",108.003343306
"0015809","0015711",254.878262041
"0015809","0015813",276.234432434
"0015810","0015709",260.995450618
"0015810","0020659",439.690981909
"0015811","0015814",61.4630607555
"0015812","0015811",192.329910975
"0015812","0015815",53.9359342083
"0015812","0066029",82.2601641185
"0015813","0015795",260.277762329
"0015813","0092934",34.0588803569
"0015814","0015818",70.6669018414
"0015814","0092991",50.3696810906
"0015814","0092992",30.4211872448
"0015815","0015814",191.729870497
"0015815","0015819",72.3674194982
"0015815","0066029",75.6667014434
"0015815","0092890",109.655337183
"0015816","0015810",239.015354567
"0015816","0020660",439.967637294
"0015817","0015807",265.739418241
"0015817","0015826",632.095303523
"0015818","0015827",632.556696282
"0015818","0092993",34.4049268674
"0015819","0015818",195.303313741
"0015819","0015821",119.089800038
"0015819","0066030",96.1223984952
"0015820","0020662",440.013445855
"0015820","0092892",32.2207457191
"0015821","0015822",187.219499926
"0015821","0015823",253.265235162
"0015822","0015820",146.992413882
"0015822","0020663",440.114946484
"0015823","0015824",71.1081249557
"0015823","0015825",132.686776496
"0015824","0015822",225.982529606
"0015824","0020667",439.963138233
"0015825","0015824",112.709344158
